epoch,global_step,layer,fwd_ms,recompute_fwd_ms,bwd_ms,fwd_calls_phase_fwd,fwd_calls_phase_bwd
0,0,0,205.968185,0.000000,10.518720,1,0
0,0,1,7.870592,0.000000,8.823840,1,0
0,0,2,8.078624,0.000000,8.621280,1,0
0,0,3,6.747392,0.000000,8.727552,1,0
0,0,4,7.121792,0.000000,9.262688,1,0
0,0,5,7.044224,0.000000,8.599648,1,0
0,0,6,9.176512,0.000000,8.966720,1,0
0,0,7,9.763904,0.000000,8.735648,1,0
0,0,8,11.559872,0.000000,9.933376,1,0
0,0,9,6.103712,0.000000,12.664128,1,0
0,0,10,6.728736,0.000000,8.435456,1,0
0,0,11,10.987488,0.000000,9.472992,1,0
0,0,12,9.146336,0.000000,8.417856,1,0
0,0,13,6.849248,0.000000,8.935776,1,0
0,0,14,9.367744,0.000000,7.951520,1,0
0,0,15,8.786912,0.000000,9.192960,1,0
0,0,16,11.908448,0.000000,8.248768,1,0
0,0,17,7.502880,0.000000,8.159456,1,0
0,0,18,8.177248,0.000000,9.291776,1,0
0,0,19,9.080128,0.000000,8.091200,1,0
0,0,20,9.004960,0.000000,9.097600,1,0
0,0,21,7.845504,0.000000,7.876032,1,0
0,0,22,7.991552,0.000000,7.546272,1,0
0,0,23,6.263776,0.000000,9.005664,1,0
0,0,24,7.549184,0.000000,7.575488,1,0
0,0,25,11.841408,0.000000,7.566112,1,0
0,0,26,13.689472,0.000000,8.287808,1,0
0,0,27,11.887136,0.000000,12.099328,1,0
0,1,0,7.587712,0.000000,8.201152,1,0
0,1,1,7.602496,0.000000,9.454496,1,0
0,1,2,6.240672,0.000000,8.078816,1,0
0,1,3,6.701536,0.000000,8.231520,1,0
0,1,4,6.969472,0.000000,9.567744,1,0
0,1,5,7.630880,0.000000,9.251392,1,0
0,1,6,10.723424,0.000000,10.715584,1,0
0,1,7,9.656512,0.000000,10.764320,1,0
0,1,8,6.644992,0.000000,9.502112,1,0
0,1,9,5.753568,0.000000,8.851360,1,0
0,1,10,5.907744,0.000000,10.426720,1,0
0,1,11,5.290912,0.000000,7.941440,1,0
0,1,12,6.535360,0.000000,9.843360,1,0
0,1,13,6.164352,0.000000,10.637408,1,0
0,1,14,6.675680,0.000000,8.219712,1,0
0,1,15,6.689440,0.000000,9.328288,1,0
0,1,16,6.028704,0.000000,8.840160,1,0
0,1,17,5.821760,0.000000,10.473856,1,0
0,1,18,5.848576,0.000000,8.207488,1,0
0,1,19,5.617472,0.000000,9.812704,1,0
0,1,20,5.339296,0.000000,9.136416,1,0
0,1,21,5.488192,0.000000,8.488928,1,0
0,1,22,5.688224,0.000000,9.345216,1,0
0,1,23,6.178400,0.000000,10.788928,1,0
0,1,24,6.062656,0.000000,10.665280,1,0
0,1,25,6.206432,0.000000,4.708000,1,0
0,1,26,6.474976,0.000000,4.351008,1,0
0,1,27,6.420704,0.000000,2.978208,1,0
0,2,0,6.444608,0.000000,9.136352,1,0
0,2,1,6.713504,0.000000,9.093760,1,0
0,2,2,8.139808,0.000000,8.822368,1,0
0,2,3,6.596672,0.000000,7.954304,1,0
0,2,4,6.139808,0.000000,8.590912,1,0
0,2,5,6.370336,0.000000,7.643872,1,0
0,2,6,5.797920,0.000000,10.041632,1,0
0,2,7,6.138528,0.000000,8.362112,1,0
0,2,8,5.423648,0.000000,9.067328,1,0
0,2,9,6.231712,0.000000,7.821280,1,0
0,2,10,5.608736,0.000000,8.056736,1,0
0,2,11,6.170784,0.000000,10.141824,1,0
0,2,12,5.761504,0.000000,7.472192,1,0
0,2,13,4.152640,0.000000,8.340768,1,0
0,2,14,5.791296,0.000000,8.064448,1,0
0,2,15,5.311008,0.000000,7.823136,1,0
0,2,16,5.563264,0.000000,8.560288,1,0
0,2,17,6.272000,0.000000,7.959616,1,0
0,2,18,6.283328,0.000000,8.205632,1,0
0,2,19,6.508704,0.000000,10.831392,1,0
0,2,20,5.211616,0.000000,10.269728,1,0
0,2,21,5.545120,0.000000,8.259904,1,0
0,2,22,5.270528,0.000000,8.179296,1,0
0,2,23,5.489184,0.000000,7.426496,1,0
0,2,24,5.647968,0.000000,7.586272,1,0
0,2,25,5.586816,0.000000,4.017472,1,0
0,2,26,6.125664,0.000000,4.249440,1,0
0,2,27,6.718016,0.000000,3.053344,1,0
0,3,0,7.425856,0.000000,7.935264,1,0
0,3,1,4.437088,0.000000,8.225600,1,0
0,3,2,5.637344,0.000000,8.325120,1,0
0,3,3,5.421952,0.000000,7.642496,1,0
0,3,4,5.950624,0.000000,7.677856,1,0
0,3,5,5.570112,0.000000,8.999808,1,0
0,3,6,4.944384,0.000000,8.081056,1,0
0,3,7,6.009632,0.000000,7.371296,1,0
0,3,8,6.955456,0.000000,10.184416,1,0
0,3,9,4.846400,0.000000,7.694016,1,0
0,3,10,5.534016,0.000000,9.557216,1,0
0,3,11,5.241120,0.000000,9.012224,1,0
0,3,12,6.149184,0.000000,9.049728,1,0
0,3,13,4.290240,0.000000,9.890464,1,0
0,3,14,4.290400,0.000000,9.631360,1,0
0,3,15,4.898592,0.000000,10.329376,1,0
0,3,16,5.202400,0.000000,8.499008,1,0
0,3,17,4.807648,0.000000,8.764768,1,0
0,3,18,5.800320,0.000000,7.907008,1,0
0,3,19,5.342336,0.000000,9.208096,1,0
0,3,20,6.211680,0.000000,8.797216,1,0
0,3,21,5.358144,0.000000,9.165696,1,0
0,3,22,5.345376,0.000000,8.561568,1,0
0,3,23,5.416768,0.000000,9.510912,1,0
0,3,24,4.169120,0.000000,9.005536,1,0
0,3,25,6.598592,0.000000,6.430656,1,0
0,3,26,6.053920,0.000000,3.104928,1,0
0,3,27,5.409184,0.000000,4.140896,1,0
0,4,0,7.742592,0.000000,6.359232,1,0
0,4,1,8.189984,0.000000,7.166048,1,0
0,4,2,5.610912,0.000000,7.527392,1,0
0,4,3,4.070752,0.000000,7.365760,1,0
0,4,4,6.685344,0.000000,7.797312,1,0
0,4,5,5.133408,0.000000,7.463392,1,0
0,4,6,5.428928,0.000000,6.814240,1,0
0,4,7,5.456896,0.000000,7.100576,1,0
0,4,8,6.377632,0.000000,6.691840,1,0
0,4,9,11.093824,0.000000,6.852096,1,0
0,4,10,7.272928,0.000000,6.665344,1,0
0,4,11,5.538592,0.000000,7.349056,1,0
0,4,12,4.665600,0.000000,6.923680,1,0
0,4,13,5.101856,0.000000,6.863264,1,0
0,4,14,3.952224,0.000000,6.854624,1,0
0,4,15,4.580384,0.000000,10.811424,1,0
0,4,16,5.619040,0.000000,13.475648,1,0
0,4,17,4.664640,0.000000,12.792800,1,0
0,4,18,5.468640,0.000000,10.733760,1,0
0,4,19,3.289792,0.000000,6.694656,1,0
0,4,20,5.106944,0.000000,7.043232,1,0
0,4,21,4.861536,0.000000,6.667232,1,0
0,4,22,5.231488,0.000000,7.016064,1,0
0,4,23,6.523200,0.000000,3.051936,1,0
0,4,24,6.221664,0.000000,4.347168,1,0
0,4,25,6.055008,0.000000,3.976768,1,0
0,4,26,6.168512,0.000000,3.747040,1,0
0,4,27,6.500544,0.000000,4.239296,1,0
0,5,0,9.408256,0.000000,7.128000,1,0
0,5,1,8.163296,0.000000,7.355968,1,0
0,5,2,7.914784,0.000000,6.633216,1,0
0,5,3,5.998304,0.000000,12.364416,1,0
0,5,4,4.454912,0.000000,13.625184,1,0
0,5,5,4.829664,0.000000,10.013792,1,0
0,5,6,5.447360,0.000000,6.548608,1,0
0,5,7,3.882112,0.000000,7.523648,1,0
0,5,8,8.387744,0.000000,6.703040,1,0
0,5,9,6.221952,0.000000,6.961856,1,0
0,5,10,3.488736,0.000000,6.966240,1,0
0,5,11,4.502752,0.000000,7.192448,1,0
0,5,12,4.209152,0.000000,8.289152,1,0
0,5,13,5.452992,0.000000,7.333600,1,0
0,5,14,4.212352,0.000000,6.982784,1,0
0,5,15,5.232448,0.000000,7.055616,1,0
0,5,16,4.547776,0.000000,6.349760,1,0
0,5,17,4.928384,0.000000,6.493856,1,0
0,5,18,5.357280,0.000000,7.653440,1,0
0,5,19,8.652224,0.000000,6.615232,1,0
0,5,20,8.860160,0.000000,6.825728,1,0
0,5,21,8.481920,0.000000,7.003232,1,0
0,5,22,4.728736,0.000000,6.973248,1,0
0,5,23,5.233824,0.000000,4.315968,1,0
0,5,24,3.867904,0.000000,4.229952,1,0
0,5,25,5.104416,0.000000,2.987456,1,0
0,5,26,4.328288,0.000000,4.177120,1,0
0,5,27,4.956256,0.000000,3.051488,1,0
0,6,0,7.578304,0.000000,6.900032,1,0
0,6,1,4.922240,0.000000,7.258624,1,0
0,6,2,3.646208,0.000000,7.214912,1,0
0,6,3,4.501664,0.000000,10.116128,1,0
0,6,4,4.852672,0.000000,9.954720,1,0
0,6,5,5.168512,0.000000,8.863968,1,0
0,6,6,6.929216,0.000000,9.372832,1,0
0,6,7,8.362528,0.000000,7.463776,1,0
0,6,8,7.714464,0.000000,6.715040,1,0
0,6,9,3.283072,0.000000,7.166976,1,0
0,6,10,4.567680,0.000000,6.397088,1,0
0,6,11,4.972928,0.000000,7.750496,1,0
0,6,12,5.970976,0.000000,6.771904,1,0
0,6,13,6.146432,0.000000,6.916000,1,0
0,6,14,6.034976,0.000000,7.210912,1,0
0,6,15,5.817440,0.000000,6.437216,1,0
0,6,16,3.736416,0.000000,7.074400,1,0
0,6,17,4.717440,0.000000,6.954080,1,0
0,6,18,4.468192,0.000000,7.186048,1,0
0,6,19,4.964128,0.000000,9.141088,1,0
0,6,20,3.740224,0.000000,8.281184,1,0
0,6,21,4.243648,0.000000,8.205664,1,0
0,6,22,4.750912,0.000000,8.214240,1,0
0,6,23,5.158016,0.000000,3.044704,1,0
0,6,24,3.626112,0.000000,4.097472,1,0
0,6,25,4.753056,0.000000,3.326592,1,0
0,6,26,4.075168,0.000000,3.892512,1,0
0,6,27,5.610752,0.000000,4.247200,1,0
0,7,0,4.638720,0.000000,8.026048,1,0
0,7,1,3.991264,0.000000,7.008416,1,0
0,7,2,4.196832,0.000000,7.798624,1,0
0,7,3,5.200288,0.000000,6.552800,1,0
0,7,4,3.340512,0.000000,6.417696,1,0
0,7,5,4.948864,0.000000,6.763168,1,0
0,7,6,4.766464,0.000000,6.774720,1,0
0,7,7,5.093216,0.000000,6.715584,1,0
0,7,8,5.465440,0.000000,6.940768,1,0
0,7,9,8.796928,0.000000,6.204192,1,0
0,7,10,7.996000,0.000000,6.228864,1,0
0,7,11,8.448416,0.000000,7.633440,1,0
0,7,12,7.926912,0.000000,7.148512,1,0
0,7,13,9.213792,0.000000,9.441024,1,0
0,7,14,7.030304,0.000000,13.374080,1,0
0,7,15,7.731712,0.000000,12.050016,1,0
0,7,16,9.048288,0.000000,9.789536,1,0
0,7,17,7.826272,0.000000,6.871168,1,0
0,7,18,4.568128,0.000000,7.270048,1,0
0,7,19,4.038016,0.000000,6.718912,1,0
0,7,20,4.315520,0.000000,6.395328,1,0
0,7,21,4.220480,0.000000,6.585280,1,0
0,7,22,5.364064,0.000000,6.215360,1,0
0,7,23,3.442080,0.000000,4.179584,1,0
0,7,24,5.006272,0.000000,3.069792,1,0
0,7,25,6.308928,0.000000,4.136832,1,0
0,7,26,9.036448,0.000000,3.381088,1,0
0,7,27,8.012000,0.000000,4.008416,1,0
0,8,0,4.635072,0.000000,7.210752,1,0
0,8,1,3.663264,0.000000,7.778240,1,0
0,8,2,5.083872,0.000000,7.172224,1,0
0,8,3,5.179552,0.000000,7.374272,1,0
0,8,4,3.391072,0.000000,7.349664,1,0
0,8,5,4.610432,0.000000,6.687744,1,0
0,8,6,4.623008,0.000000,7.581440,1,0
0,8,7,3.771264,0.000000,6.734016,1,0
0,8,8,4.325568,0.000000,6.655872,1,0
0,8,9,4.442400,0.000000,6.565024,1,0
0,8,10,5.195584,0.000000,6.735744,1,0
0,8,11,3.127360,0.000000,6.758112,1,0
0,8,12,4.480672,0.000000,6.901024,1,0
0,8,13,4.554464,0.000000,7.393536,1,0
0,8,14,3.816288,0.000000,6.534272,1,0
0,8,15,4.360064,0.000000,7.140128,1,0
0,8,16,4.721088,0.000000,6.616128,1,0
0,8,17,5.350144,0.000000,7.078848,1,0
0,8,18,3.617440,0.000000,7.016960,1,0
0,8,19,5.048864,0.000000,7.604544,1,0
0,8,20,4.236416,0.000000,7.239648,1,0
0,8,21,5.110240,0.000000,7.100160,1,0
0,8,22,3.786144,0.000000,6.055648,1,0
0,8,23,4.367808,0.000000,3.902624,1,0
0,8,24,4.832896,0.000000,3.076736,1,0
0,8,25,5.056704,0.000000,4.145664,1,0
0,8,26,3.490368,0.000000,3.012384,1,0
0,8,27,4.340800,0.000000,4.947072,1,0
0,9,0,3.911200,0.000000,6.681536,1,0
0,9,1,4.490144,0.000000,6.724480,1,0
0,9,2,4.858560,0.000000,6.990912,1,0
0,9,3,3.713824,0.000000,6.401152,1,0
0,9,4,4.735168,0.000000,6.827712,1,0
0,9,5,4.837024,0.000000,7.255296,1,0
0,9,6,4.465568,0.000000,6.949248,1,0
0,9,7,3.559008,0.000000,7.360896,1,0
0,9,8,4.302560,0.000000,8.014944,1,0
0,9,9,5.444128,0.000000,9.746944,1,0
0,9,10,5.108000,0.000000,6.286112,1,0
0,9,11,3.499584,0.000000,7.153472,1,0
0,9,12,4.440704,0.000000,6.839936,1,0
0,9,13,4.244448,0.000000,6.814496,1,0
0,9,14,5.271360,0.000000,6.618240,1,0
0,9,15,3.168128,0.000000,7.259968,1,0
0,9,16,4.340064,0.000000,6.871776,1,0
0,9,17,5.395872,0.000000,6.603168,1,0
0,9,18,3.360480,0.000000,7.287904,1,0
0,9,19,5.036480,0.000000,6.950656,1,0
0,9,20,4.115200,0.000000,6.996480,1,0
0,9,21,5.524480,0.000000,6.616672,1,0
0,9,22,4.504832,0.000000,7.104320,1,0
0,9,23,4.519424,0.000000,6.529664,1,0
0,9,24,5.570560,0.000000,5.507968,1,0
0,9,25,10.245088,0.000000,3.612896,1,0
0,9,26,5.726656,0.000000,4.435040,1,0
0,9,27,5.789696,0.000000,3.053632,1,0
0,10,0,4.733760,0.000000,4.731328,1,0
0,10,1,2.227328,0.000000,4.844192,1,0
0,10,2,4.128512,0.000000,4.068768,1,0
0,10,3,2.627264,0.000000,5.291488,1,0
0,10,4,3.991584,0.000000,4.021472,1,0
0,10,5,3.407552,0.000000,6.036992,1,0
0,10,6,3.325632,0.000000,5.987712,1,0
0,10,7,4.203104,0.000000,6.667552,1,0
0,10,8,2.707680,0.000000,4.920640,1,0
0,10,9,4.055712,0.000000,5.048576,1,0
0,10,10,2.962336,0.000000,4.459520,1,0
0,10,11,3.430688,0.000000,4.382752,1,0
0,10,12,4.553952,0.000000,4.387200,1,0
0,10,13,2.511456,0.000000,3.063936,1,0
0,10,14,4.303776,0.000000,3.999968,1,0
0,10,15,2.336896,0.000000,4.688160,1,0
0,10,16,4.502784,0.000000,4.542944,1,0
0,10,17,2.452320,0.000000,3.430048,1,0
0,10,18,3.463296,0.000000,4.353056,1,0
0,10,19,4.504384,0.000000,3.144448,1,0
0,10,20,2.715712,0.000000,4.298784,1,0
0,10,21,4.288384,0.000000,4.369600,1,0
0,10,22,2.369600,0.000000,3.367520,1,0
0,10,23,3.909792,0.000000,4.269024,1,0
0,10,24,2.668960,0.000000,4.096416,1,0
0,10,25,3.456544,0.000000,4.588096,1,0
0,10,26,3.319488,0.000000,3.153856,1,0
0,10,27,4.211488,0.000000,4.433696,1,0
0,11,0,3.226112,0.000000,4.907232,1,0
0,11,1,3.286752,0.000000,4.469280,1,0
0,11,2,2.981632,0.000000,4.603776,1,0
0,11,3,3.564960,0.000000,4.152640,1,0
0,11,4,2.970976,0.000000,4.546368,1,0
0,11,5,3.673984,0.000000,4.582560,1,0
0,11,6,5.440800,0.000000,4.620608,1,0
0,11,7,5.608736,0.000000,3.977856,1,0
0,11,8,6.025760,0.000000,5.315584,1,0
0,11,9,4.101792,0.000000,4.643616,1,0
0,11,10,5.029920,0.000000,4.536640,1,0
0,11,11,4.193824,0.000000,4.019968,1,0
0,11,12,4.926592,0.000000,4.922240,1,0
0,11,13,2.452800,0.000000,4.037696,1,0
0,11,14,4.013600,0.000000,4.211392,1,0
0,11,15,2.667424,0.000000,3.186144,1,0
0,11,16,3.455040,0.000000,3.762400,1,0
0,11,17,3.301280,0.000000,2.983488,1,0
0,11,18,3.296352,0.000000,4.087648,1,0
0,11,19,3.296384,0.000000,3.264256,1,0
0,11,20,3.556192,0.000000,3.751840,1,0
0,11,21,3.731712,0.000000,4.004576,1,0
0,11,22,2.937632,0.000000,3.062336,1,0
0,11,23,4.245888,0.000000,4.020320,1,0
0,11,24,2.767296,0.000000,3.333888,1,0
0,11,25,3.485568,0.000000,3.533152,1,0
0,11,26,3.194976,0.000000,4.355872,1,0
0,11,27,3.345568,0.000000,2.955520,1,0
0,12,0,4.312704,0.000000,5.118208,1,0
0,12,1,2.499552,0.000000,5.319104,1,0
0,12,2,3.460352,0.000000,4.573344,1,0
0,12,3,2.804192,0.000000,5.500896,1,0
0,12,4,3.549120,0.000000,8.311264,1,0
0,12,5,3.288576,0.000000,9.173280,1,0
0,12,6,3.649536,0.000000,7.836736,1,0
0,12,7,4.423552,0.000000,9.973920,1,0
0,12,8,1.994880,0.000000,3.761248,1,0
0,12,9,4.847392,0.000000,5.283136,1,0
0,12,10,3.523008,0.000000,4.922464,1,0
0,12,11,3.384128,0.000000,5.031456,1,0
0,12,12,4.136000,0.000000,4.413856,1,0
0,12,13,2.864960,0.000000,3.916224,1,0
0,12,14,4.089600,0.000000,3.962784,1,0
0,12,15,2.529152,0.000000,4.201952,1,0
0,12,16,3.263360,0.000000,2.941088,1,0
0,12,17,2.978880,0.000000,3.983168,1,0
0,12,18,3.364160,0.000000,2.896416,1,0
0,12,19,3.104608,0.000000,3.948832,1,0
0,12,20,3.230688,0.000000,4.099040,1,0
0,12,21,3.132160,0.000000,3.087136,1,0
0,12,22,3.363328,0.000000,4.011232,1,0
0,12,23,3.035040,0.000000,2.971008,1,0
0,12,24,3.280704,0.000000,4.586880,1,0
0,12,25,4.300352,0.000000,3.468224,1,0
0,12,26,2.387904,0.000000,3.525984,1,0
0,12,27,5.732736,0.000000,4.268704,1,0
0,13,0,3.324416,0.000000,4.377728,1,0
0,13,1,3.520032,0.000000,4.018784,1,0
0,13,2,3.152512,0.000000,4.832992,1,0
0,13,3,3.398592,0.000000,4.515968,1,0
0,13,4,4.232288,0.000000,4.582464,1,0
0,13,5,2.272608,0.000000,4.203296,1,0
0,13,6,4.217952,0.000000,4.644416,1,0
0,13,7,2.645888,0.000000,4.393760,1,0
0,13,8,3.551008,0.000000,4.565664,1,0
0,13,9,3.481504,0.000000,4.376384,1,0
0,13,10,3.782080,0.000000,4.641632,1,0
0,13,11,4.953280,0.000000,4.614432,1,0
0,13,12,3.065760,0.000000,5.176672,1,0
0,13,13,3.883040,0.000000,5.013696,1,0
0,13,14,4.736320,0.000000,4.344992,1,0
0,13,15,3.233280,0.000000,4.318624,1,0
0,13,16,3.632256,0.000000,3.978112,1,0
0,13,17,3.350752,0.000000,3.007392,1,0
0,13,18,3.332320,0.000000,3.963360,1,0
0,13,19,4.085184,0.000000,4.669312,1,0
0,13,20,2.441280,0.000000,3.055936,1,0
0,13,21,3.587424,0.000000,3.773792,1,0
0,13,22,2.944192,0.000000,2.991360,1,0
0,13,23,3.721312,0.000000,3.814336,1,0
0,13,24,3.137248,0.000000,4.116160,1,0
0,13,25,3.315776,0.000000,2.943712,1,0
0,13,26,3.296928,0.000000,3.939808,1,0
0,13,27,3.466560,0.000000,4.213760,1,0
0,14,0,4.554752,0.000000,4.565664,1,0
0,14,1,3.626688,0.000000,4.423936,1,0
0,14,2,2.912992,0.000000,5.436736,1,0
0,14,3,3.289696,0.000000,4.601920,1,0
0,14,4,3.205728,0.000000,4.048768,1,0
0,14,5,3.825312,0.000000,4.958464,1,0
0,14,6,4.080320,0.000000,4.492800,1,0
0,14,7,2.358592,0.000000,4.726944,1,0
0,14,8,4.396160,0.000000,3.865792,1,0
0,14,9,3.037696,0.000000,4.953376,1,0
0,14,10,3.923648,0.000000,4.421952,1,0
0,14,11,4.174720,0.000000,4.630496,1,0
0,14,12,3.135456,0.000000,4.263936,1,0
0,14,13,3.766880,0.000000,4.651616,1,0
0,14,14,3.243616,0.000000,3.913152,1,0
