run_dir,wall_ms,fwd_ms,head_fwd_ms,bwd_ms,optim_ms,peak_alloc_gib,peak_reserved_gib,label
runs_t1m3\20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,1282.1878758630442,318.6388791840652,61.45740785269901,866.1080616918103,35.10508543869545,13.080285549163818,13.833984375,20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16
runs_t1m3\20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,1369.9785793101785,318.5735610435749,88.21774107834389,927.2735974542026,35.14618735477842,9.902494430541992,10.703125,20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16
