run_tag,step,t_ms,gpu_alloc_gib,gpu_reserved_gib,cpu_rss_gib
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,4,1185.223,6.433854,13.833984,1.429729
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,4,1211.332,6.433854,13.833984,1.429729
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,4,1237.707,6.433854,13.833984,1.429737
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,0.917,3.229020,13.833984,1.429737
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,27.338,5.163911,13.833984,1.429745
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,141.186,9.605676,13.833984,1.429745
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,167.487,9.605676,13.833984,1.429745
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,193.495,9.605676,13.833984,1.429745
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,219.928,9.605676,13.833984,1.429745
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,246.336,9.605676,13.833984,1.429745
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,272.434,9.605676,13.833984,1.429745
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,299.321,9.605676,13.833984,1.429745
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,326.008,9.605676,13.833984,1.429745
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,352.161,10.763895,13.833984,1.429745
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,378.384,10.763895,13.833984,1.429756
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,404.596,9.527361,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,431.834,8.599641,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,458.016,8.599641,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,484.198,8.564119,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,510.444,8.446620,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,536.867,8.297870,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,563.114,8.180371,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,589.399,8.047246,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,615.841,7.929869,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,642.328,7.835685,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,668.600,7.632248,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,694.787,7.538187,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,721.990,7.416963,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,748.454,7.303188,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,774.860,7.138935,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,801.152,7.017591,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,827.794,6.884405,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,854.216,6.723937,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,880.693,6.622245,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,907.266,6.465561,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,933.412,6.387250,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,959.893,6.254122,13.833984,1.429848
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,986.294,6.160064,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,1013.293,6.019127,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,1039.877,6.433854,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,1066.762,6.433854,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,1092.958,6.433854,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,1119.527,6.433854,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,1146.028,6.433854,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,1172.473,6.433854,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,1198.688,6.433854,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,1224.589,6.433854,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,5,1251.132,6.433854,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,0.832,3.229020,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,27.026,5.523736,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,53.195,7.886507,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,79.502,8.336367,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,106.106,9.013108,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,132.523,9.474688,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,159.020,9.605676,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,184.944,9.605676,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,211.340,9.605676,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,238.239,9.605676,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,264.349,9.605676,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,290.791,9.605676,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,317.539,10.763895,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,343.772,10.763895,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,369.797,10.763895,13.833984,1.429852
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,395.909,8.767875,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,422.073,8.599641,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,449.156,8.564119,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,475.620,8.430995,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,502.140,8.364398,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,528.420,8.164746,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,554.606,8.090337,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,581.018,7.933836,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,607.605,7.796805,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,633.786,7.675399,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,660.321,7.546181,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,686.569,7.420687,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,712.989,7.287563,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,739.470,7.135151,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,765.926,7.021558,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,792.149,6.876653,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,818.460,6.817873,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,844.906,6.684749,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,871.194,6.465561,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,897.629,6.418500,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,924.190,6.285376,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,950.547,6.175689,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,977.182,6.042569,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,1003.700,6.433854,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,1030.614,6.433854,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,1057.315,6.433854,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,1083.631,6.433854,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,1109.916,6.433854,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,1136.264,6.433854,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,1162.267,6.433854,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,1188.366,6.433854,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,6,1214.831,6.433854,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,1.009,3.229020,13.833984,1.429916
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,26.825,5.570619,13.833984,1.429920
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,53.263,7.886507,13.833984,1.429920
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,79.531,8.567155,13.833984,1.429920
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,105.945,9.001390,13.833984,1.429920
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,132.416,9.474688,13.833984,1.429920
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,159.075,9.605676,13.833984,1.429920
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,186.243,9.605676,13.833984,1.429920
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,212.563,9.605676,13.833984,1.429920
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,238.773,9.605676,13.833984,1.429920
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,265.510,9.605676,13.833984,1.429920
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,291.797,9.605676,13.833984,1.429920
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,318.385,10.763895,13.833984,1.429920
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,344.790,10.763895,13.833984,1.429920
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,371.171,10.763895,13.833984,1.429920
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,397.485,8.720925,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,423.598,8.599641,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,449.611,8.571931,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,475.953,8.446620,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,503.057,8.297870,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,529.085,8.172558,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,556.485,8.047246,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,582.485,7.914122,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,608.648,7.808524,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,635.232,7.656174,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,661.502,7.514749,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,687.629,7.436312,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,714.012,7.256801,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,740.490,7.154438,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,766.504,7.052868,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,792.776,6.872747,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,818.951,6.731810,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,845.437,6.692569,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,871.857,6.590703,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,898.122,6.418500,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,924.193,6.308814,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,950.992,6.175693,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,977.298,6.058205,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,1003.853,6.433854,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,1029.925,6.433854,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,1056.081,6.433854,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,1082.519,6.433854,13.833984,1.429947
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,1108.814,6.433854,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,1135.717,6.433854,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,1162.025,6.433854,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,1188.411,6.433854,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,7,1214.868,6.433854,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,0.782,3.229020,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,26.916,5.554994,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,53.258,7.886507,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,79.178,8.555436,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,105.495,9.009202,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,131.854,9.474688,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,158.235,9.605676,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,184.577,9.605676,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,210.881,9.605676,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,237.228,9.605676,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,263.402,9.605676,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,289.663,9.605676,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,316.009,10.763895,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,342.180,10.763895,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,368.436,10.763895,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,394.858,8.947863,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,421.135,8.599641,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,447.941,8.618806,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,474.122,8.446620,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,500.465,8.305683,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,526.572,8.266616,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,552.687,8.082585,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,578.678,7.922301,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,605.207,7.820060,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,631.532,7.773181,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,657.861,7.616620,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,684.202,7.483495,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,710.358,7.276026,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,737.198,7.217247,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,763.346,7.084122,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,789.392,6.950998,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,815.408,6.817873,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,841.622,6.684749,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,868.295,6.551625,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,894.636,6.426313,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,920.852,6.308814,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,947.129,6.152252,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,973.474,6.042569,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,999.785,5.916769,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,1026.722,6.433854,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,1053.209,6.433854,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,1079.362,6.433854,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,1105.429,6.433854,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,1131.577,6.433854,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,1157.583,6.433854,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,1183.875,6.433854,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,1210.064,6.433854,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,8,1236.472,6.433854,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,0.821,3.229020,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,26.955,5.500299,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,53.254,7.933518,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,79.260,8.387284,13.833984,1.429951
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,105.633,9.020922,13.833984,1.429955
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,131.798,9.560754,13.833984,1.429955
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,158.223,9.605676,13.833984,1.429955
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,184.398,9.605676,13.833984,1.429955
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,210.840,9.605676,13.833984,1.429958
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,237.069,9.605676,13.833984,1.429962
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,263.036,9.605676,13.833984,1.429970
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,289.298,9.605676,13.833984,1.429974
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,315.522,10.763895,13.833984,1.429981
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,341.729,10.763895,13.833984,1.429985
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,367.792,10.763895,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,394.006,8.783485,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,420.458,8.599641,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,447.106,8.571931,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,473.443,8.438807,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,499.911,8.321308,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,526.437,8.188183,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,552.829,8.039434,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,579.086,7.933836,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,605.152,7.780998,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,631.376,7.663681,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,657.535,7.616620,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,683.976,7.413057,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,710.007,7.350371,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,736.701,7.217247,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,762.628,6.998059,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,788.664,6.950998,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,815.150,6.817873,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,841.196,6.684749,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,867.660,6.551625,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,894.350,6.418500,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,920.837,6.285376,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,946.933,6.152252,13.833984,1.429993
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,973.113,6.019127,13.833984,1.429996
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,999.573,5.916769,13.833984,1.430004
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,1027.158,6.433854,13.833984,1.430004
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,1053.475,6.433854,13.833984,1.430004
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,1079.521,6.433854,13.833984,1.430004
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,1105.971,6.433854,13.833984,1.430004
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,1132.082,6.433854,13.833984,1.430004
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,1158.208,6.433854,13.833984,1.430004
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,1184.809,6.433854,13.833984,1.430004
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,1211.451,6.433854,13.833984,1.430004
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,9,1238.204,6.433854,13.833984,1.430004
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,10,0.892,3.229020,13.833984,1.430004
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,10,26.945,4.663087,13.833984,1.430004
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,10,53.366,7.386048,13.833984,1.430004
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,10,79.794,8.328553,13.833984,1.430004
20251225_231102_T1M3_headce_full_ckpt0_seq1024_bs2_bf16,10,106.329,8.790132,13.833984,1.430004
