run_tag,step,t_ms,gpu_alloc_gib,gpu_reserved_gib,cpu_rss_gib
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,2,1119.009,6.050381,10.703125,1.468811
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,2,1145.206,5.908956,10.703125,1.468811
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,2,1171.275,6.434342,10.703125,1.468811
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,2,1197.691,6.434342,10.703125,1.468811
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,2,1223.918,6.434342,10.703125,1.468811
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,2,1250.178,6.434342,10.703125,1.468811
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,2,1276.170,6.434342,10.703125,1.468815
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,2,1302.548,6.434342,10.703125,1.468815
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,2,1328.753,6.434342,10.703125,1.468815
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,2,1355.067,6.434342,10.703125,1.468815
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,0.915,3.229020,10.703125,1.468891
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,26.851,4.725892,10.703125,1.468895
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,52.861,6.932160,10.703125,1.468895
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,79.190,8.551591,10.703125,1.468895
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,105.202,9.009202,10.703125,1.468895
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,131.119,9.638894,10.703125,1.468895
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,157.461,9.605676,10.703125,1.468895
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,183.596,9.605676,10.703125,1.468895
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,209.696,9.605676,10.703125,1.468895
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,236.186,9.605676,10.703125,1.468895
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,262.712,9.605676,10.703125,1.468895
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,288.710,9.605676,10.703125,1.468895
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,315.143,9.707319,10.703125,1.468895
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,341.572,9.707259,10.703125,1.468895
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,367.959,9.707258,10.703125,1.468906
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,394.337,9.777483,10.703125,1.468910
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,421.025,9.777480,10.703125,1.468910
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,447.336,9.777495,10.703125,1.468910
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,474.083,9.777487,10.703125,1.468910
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,500.418,9.777480,10.703125,1.468910
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,526.758,9.167248,10.703125,1.468910
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,552.980,8.474085,10.703125,1.468910
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,579.446,8.313495,10.703125,1.468910
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,605.818,8.235058,10.703125,1.468910
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,632.028,8.066899,10.703125,1.468910
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,658.231,7.937742,10.703125,1.468922
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,684.761,7.867243,10.703125,1.468933
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,711.462,7.655930,10.703125,1.468933
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,737.834,7.542275,10.703125,1.468933
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,764.510,7.491308,10.703125,1.468933
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,790.623,7.303500,10.703125,1.468933
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,816.921,7.217247,10.703125,1.468933
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,843.578,7.001965,10.703125,1.468933
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,869.908,6.872747,10.703125,1.468933
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,896.126,6.817873,10.703125,1.468933
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,922.541,6.684749,10.703125,1.468933
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,948.585,6.551625,10.703125,1.468933
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,975.039,6.418500,10.703125,1.468937
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,1001.803,6.203158,10.703125,1.468937
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,1028.093,6.085720,10.703125,1.468937
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,1054.355,6.019127,10.703125,1.468937
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,1080.411,6.434342,10.703125,1.468937
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,1106.942,6.434342,10.703125,1.468937
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,1133.236,6.434342,10.703125,1.468937
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,1159.357,6.434342,10.703125,1.468937
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,1185.695,6.434342,10.703125,1.468937
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,1212.302,6.434342,10.703125,1.468937
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,1238.752,6.434342,10.703125,1.468937
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,1265.464,6.434342,10.703125,1.468937
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,3,1292.051,6.434342,10.703125,1.468937
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,0.903,3.229020,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,26.753,5.171845,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,53.282,7.644059,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,79.618,8.555436,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,105.685,9.228272,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,132.534,9.584191,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,158.656,9.605676,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,185.149,9.605676,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,211.461,9.605676,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,237.657,9.605676,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,263.927,9.605676,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,290.291,9.605676,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,316.859,9.707258,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,343.180,9.707320,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,369.410,9.707319,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,395.438,9.777555,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,422.237,9.777548,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,448.668,9.777550,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,474.739,9.777541,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,501.057,9.777556,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,527.528,8.869734,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,553.716,8.415366,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,579.936,8.305683,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,606.396,8.180371,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,632.454,8.101934,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,658.563,7.914122,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,685.042,7.789054,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,711.489,7.640061,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,737.466,7.506937,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,763.861,7.436312,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,790.155,7.303188,10.703125,1.469021
20251225_231206_T1M3_headce_chunked_ckpt0_seq1024_bs2_bf16,4,816.586,7.154438,10.703125,1.469021
